date,symbol,weight
2025-04-11,TS,-0.3922617572661846
2025-04-14,AU,0.06601674462996868
2025-04-14,AG,0.029242575480086224
2025-04-14,SN,0.029018139542284275
2025-04-14,IH,0.03773921223848284
2025-04-14,P,0.041660860487092444
2025-04-14,A,0.12045180651792427
2025-04-14,SC,0.03802209877985267
2025-04-14,IF,0.030800927461617885
2025-04-14,IC,0.028554784752599396
2025-04-14,HC,0.07849285011009129
2025-04-14,I,-0.009750011225021385
2025-04-14,SA,-0.008472563698661142
2025-04-14,SR,-0.02658835011620962
2025-04-14,J,-0.007901382556247739
2025-04-14,RM,-0.012633573891038861
2025-04-14,M,-0.01707299660297441
2025-04-14,UR,-0.01321685530974275
2025-04-14,V,-0.013871027141420031
2025-04-14,TS,-0.3829526609325834
2025-04-14,JM,-0.007540578526100671
2025-04-15,AU,0.060266103295879114
2025-04-15,AG,0.02773987611327819
2025-04-15,SN,0.028404395583204668
2025-04-15,IH,0.03765123359166352
2025-04-15,P,0.04035845781701298
2025-04-15,A,0.0960599981708909
2025-04-15,IC,0.029692201679591336
2025-04-15,SC,0.0440106107088764
2025-04-15,IF,0.031222574614021885
2025-04-15,JD,0.10459454842558102
2025-04-15,I,-0.009771963026149
2025-04-15,RM,-0.012062925614533615
2025-04-15,SR,-0.02481900884526375
2025-04-15,SA,-0.008439853351386594
2025-04-15,J,-0.00754903000293698
2025-04-15,UR,-0.012248282066872215
2025-04-15,V,-0.013286104702497668
2025-04-15,M,-0.01609917722193399
2025-04-15,JM,-0.00727836357390797
2025-04-15,TS,-0.38844529159451824
2025-04-16,AU,0.05924575695976244
2025-04-16,AG,0.027828574640923014
2025-04-16,SN,0.028757729335566005
2025-04-16,IC,0.02996246957571976
2025-04-16,P,0.040965577231079034
2025-04-16,IH,0.03781109993469473
2025-04-16,A,0.09788277864165237
2025-04-16,IF,0.03141218650824063
2025-04-16,SC,0.04458545375278835
2025-04-16,JD,0.10154837341957368
2025-04-16,I,-0.008129300665588727
2025-04-16,UR,-0.010666917705721278
2025-04-16,V,-0.011921602081522514
2025-04-16,SA,-0.008368936143060323
2025-04-16,CF,-0.018080341003170373
2025-04-16,LH,-0.029481582728782128
2025-04-16,SR,-0.023865749381796066
2025-04-16,J,-0.006308033301149583
2025-04-16,JM,-0.006583304001677743
2025-04-16,TS,-0.37659423298753125
2025-04-17,AU,0.05899206922509488
2025-04-17,AG,0.028556501813395616
2025-04-17,SN,0.028842899192034956
2025-04-17,IC,0.029754278262869655
2025-04-17,P,0.04027836923055239
2025-04-17,IH,0.03855540918514941
2025-04-17,A,0.09787051253632897
2025-04-17,IM,0.029605808562867004
2025-04-17,SC,0.04210266302367233
2025-04-17,JD,0.10544148896803472
2025-04-17,I,-0.00825748546829514
2025-04-17,UR,-0.010612251564808403
2025-04-17,V,-0.012187359019854467
2025-04-17,SA,-0.008523678104975209
2025-04-17,CF,-0.017815902910214346
2025-04-17,LH,-0.02900785520599792
2025-04-17,SR,-0.023287630098890094
2025-04-17,J,-0.006467863185544897
2025-04-17,JM,-0.00686104085609721
2025-04-17,TS,-0.37697893358532225
2025-04-18,AU,0.058649302272998305
2025-04-18,AG,0.028342010161664072
2025-04-18,SN,0.02882658884879626
2025-04-18,IC,0.0298789014821121
2025-04-18,IH,0.03848398141428923
2025-04-18,A,0.09577648905295547
2025-04-18,P,0.040066837783328396
2025-04-18,IM,0.029737515852575683
2025-04-18,SC,0.04240347661302866
2025-04-18,JD,0.1078348965182519
2025-04-18,I,-0.009859765033862166
2025-04-18,UR,-0.0130354308781426
2025-04-18,V,-0.012260395516911195
2025-04-18,CF,-0.020971409620383744
2025-04-18,LH,-0.026367788422267148
2025-04-18,SA,-0.008989204713935203
2025-04-18,M,-0.01793569666942137
2025-04-18,J,-0.007211326224273024
2025-04-18,JM,-0.007392674862638121
2025-04-18,TS,-0.3759763080581654
2025-04-21,AU,0.06802524627032423
2025-04-21,AG,0.032717685869665177
2025-04-21,SN,0.031254537636319746
2025-04-21,IC,0.03299993165034672
2025-04-21,P,0.043549150694924474
2025-04-21,A,0.11575968558618253
2025-04-21,IH,0.04521682687205729
2025-04-21,IM,0.031212561353733678
2025-04-21,SC,0.042036950767133575
2025-04-21,Y,0.05722742329931259
2025-04-21,I,-0.008099938256409553
2025-04-21,UR,-0.01141352560873593
2025-04-21,CF,-0.017952817969810016
2025-04-21,V,-0.012332851815211194
2025-04-21,LH,-0.02987472674481583
2025-04-21,SR,-0.02388116119069114
2025-04-21,SA,-0.008794240880339886
2025-04-21,J,-0.006718619034298994
2025-04-21,JM,-0.00722919612632244
2025-04-21,TS,-0.37370292237336505
2025-04-22,AU,0.0649052366079681
2025-04-22,AG,0.034081232701653655
2025-04-22,SN,0.03285923055533568
2025-04-22,IC,0.03391768604061152
2025-04-22,P,0.044142100507711904
2025-04-22,A,0.11179624272478651
2025-04-22,IM,0.03200888771670775
2025-04-22,IH,0.04602310939470184
2025-04-22,SC,0.04230985905423843
2025-04-22,Y,0.057956414696284674
2025-04-22,I,-0.008043185561556972
2025-04-22,UR,-0.011614125790568848
2025-04-22,LH,-0.029765246618431617
2025-04-22,V,-0.01167672139556305
2025-04-22,CF,-0.017345606985164772
2025-04-22,SR,-0.023279721515308178
2025-04-22,SA,-0.008447588440510136
2025-04-22,J,-0.006523560151836458
2025-04-22,JM,-0.007055641445647399
2025-04-22,TS,-0.37624860209541255
2025-04-23,AU,0.06081892653246703
2025-04-23,AG,0.035248985271905724
2025-04-23,SN,0.03403937757242137
2025-04-23,IC,0.035042460365638364
2025-04-23,P,0.0457567866805678
2025-04-23,A,0.11383704881935439
2025-04-23,IM,0.03309356871147802
2025-04-23,IF,0.03884665020114925
2025-04-23,SC,0.04325004049533024
2025-04-23,Y,0.06006615534968785
2025-04-23,I,-0.007823202465193404
2025-04-23,LH,-0.030566775686241263
2025-04-23,UR,-0.01200604485776075
2025-04-23,V,-0.011372750916486993
2025-04-23,CF,-0.01640455401650416
2025-04-23,SA,-0.0077231259125168155
2025-04-23,SR,-0.023940345119503097
2025-04-23,JM,-0.006692954091548827
2025-04-23,J,-0.00617368975959594
2025-04-23,TS,-0.3772965571746488
2025-04-24,AU,0.06001610521451436
2025-04-24,AG,0.03514949742430981
2025-04-24,SN,0.03374086174610676
2025-04-24,IC,0.03484260806148282
2025-04-24,P,0.046051038266700366
2025-04-24,A,0.11497086950502075
2025-04-24,IM,0.03290634604080232
2025-04-24,SC,0.043471543850895196
2025-04-24,IF,0.03818868227728822
2025-04-24,Y,0.06066244761287937
2025-04-24,I,-0.00776869580913468
2025-04-24,LH,-0.02899247044861449
2025-04-24,UR,-0.012045068144519989
2025-04-24,V,-0.011716087694602568
2025-04-24,CF,-0.016979569087190022
2025-04-24,SA,-0.00785373174098159
2025-04-24,SR,-0.023277242657598035
2025-04-24,JM,-0.006746572883583245
2025-04-24,TS,-0.37838920020950173
2025-04-24,J,-0.0062313613242736855
2025-04-25,AU,0.05829153683114659
2025-04-25,AG,0.034432630178331265
2025-04-25,NI,0.04700991229998908
2025-04-25,P,0.04580179684694032
2025-04-25,A,0.11092936268319838
2025-04-25,IC,0.03365143700248961
2025-04-25,IF,0.03655000573979608
2025-04-25,IM,0.03215476473031429
2025-04-25,SC,0.04207440263592446
2025-04-25,Y,0.05910415105186987
2025-04-25,I,-0.007726952510390086
2025-04-25,CF,-0.017402708825642436
2025-04-25,V,-0.01173734804420905
2025-04-25,UR,-0.012193122989064688
2025-04-25,LH,-0.028908136684263504
2025-04-25,SR,-0.023906625963380772
2025-04-25,SA,-0.00791549697027508
2025-04-25,JM,-0.006742012224861793
2025-04-25,J,-0.0062332517903873905
2025-04-25,TS,-0.3772343439975252
2025-04-28,AU,0.02124952249279795
2025-04-28,AG,0.014330409080655577
2025-04-28,NI,0.021430644801986313
2025-04-28,A,0.0417086808355686
2025-04-28,P,0.018046536672554347
2025-04-28,IC,0.016042085053460803
2025-04-28,IF,0.01748759855022204
2025-04-28,T,0.3088234469350046
2025-04-28,SC,0.017281900722223017
2025-04-28,Y,0.023599174855526848
2025-04-28,I,-0.007490932447382133
2025-04-28,UR,-0.01133424556504963
2025-04-28,LH,-0.027749226587205997
2025-04-28,CF,-0.01703016234086081
2025-04-28,MA,-0.010671026671400258
2025-04-28,V,-0.011926388553833439
2025-04-28,SR,-0.022073972699361108
2025-04-28,TS,-0.3788359401688919
2025-04-28,JM,-0.006697116306065448
2025-04-28,J,-0.006190988659949311
2025-04-29,AU,0.021941524518877313
2025-04-29,AG,0.014877214742917557
2025-04-29,NI,0.021678893515430404
2025-04-29,A,0.04123520151148881
2025-04-29,IC,0.016503993200199192
2025-04-29,P,0.018687976503444968
2025-04-29,IF,0.017956984702040654
2025-04-29,T,0.3084842425978906
2025-04-29,OI,0.020991718366661458
2025-04-29,SC,0.01764225034104903
2025-04-29,I,-0.009788156273045613
2025-04-29,V,-0.015095432768916573
2025-04-29,UR,-0.012104369930124223
2025-04-29,CF,-0.02086127773986036
2025-04-29,MA,-0.013071686504709716
2025-04-29,LH,-0.028792755944801494
2025-04-29,SR,-0.025185114446461113
2025-04-29,TS,-0.32588725514937916
2025-04-29,TL,-0.040727719886758634
2025-04-29,JM,-0.008486231355943109
2025-04-30,AU,0.021875502382783168
2025-04-30,AG,0.014910849024973163
2025-04-30,NI,0.021724734603407698
2025-04-30,P,0.018851291462019835
2025-04-30,A,0.04163418838404729
2025-04-30,IC,0.016604135387417798
2025-04-30,T,0.30786800545199455
2025-04-30,IF,0.018012546425697714
2025-04-30,OI,0.021065314323406352
2025-04-30,SC,0.01745343255425249
2025-04-30,I,-0.009784769106160598
2025-04-30,V,-0.014974986177908383
2025-04-30,CF,-0.02151048680004706
2025-04-30,LH,-0.0296366056327813
2025-04-30,SR,-0.02643060890367241
2025-04-30,UR,-0.01138401711118048
2025-04-30,SA,-0.009405918419175992
2025-04-30,TS,-0.328676668264235
2025-04-30,JM,-0.00826658430188665
2025-04-30,TL,-0.039929355282952196
2025-05-06,AU,0.02175717290495879
2025-05-06,AG,0.014938822447819617
2025-05-06,NI,0.021709050940876613
2025-05-06,IC,0.016488621079483217
2025-05-06,P,0.01898978997235625
2025-05-06,A,0.041602192136298476
2025-05-06,T,0.30779219691161297
2025-05-06,IF,0.0179684335122164
2025-05-06,OI,0.02119573748772363
2025-05-06,SC,0.01755798260665399
2025-05-06,I,-0.009229830400902818
2025-05-06,V,-0.012599500212297355
2025-05-06,LH,-0.02192881771336457
2025-05-06,CF,-0.019524855662194522
2025-05-06,RM,-0.01057666767354353
2025-05-06,UR,-0.010557046847303098
2025-05-06,SA,-0.0077380593778743866
2025-05-06,TS,-0.2725668256411803
2025-05-06,JM,-0.007179129178316326
2025-05-06,TF,-0.12809926729302318
2025-05-07,AU,0.024180277777490284
2025-05-07,AG,0.015704938014666072
2025-05-07,NI,0.01939771213257777
2025-05-07,P,0.019688841092845064
2025-05-07,A,0.040761946982428576
2025-05-07,T,0.2929554067910939
2025-05-07,IC,0.014711055411713431
2025-05-07,IF,0.015644808457097894
2025-05-07,RB,0.036231022207795026
2025-05-07,OI,0.02072399113229202
2025-05-07,I,-0.009230201716013011
2025-05-07,V,-0.012921838692333234
2025-05-07,LH,-0.02227694650638189
2025-05-07,RM,-0.0107864883155594
2025-05-07,CF,-0.017921510321879216
2025-05-07,UR,-0.010208223528865053
2025-05-07,TS,-0.2735058833466573
2025-05-07,FU,-0.006189830078383022
2025-05-07,JM,-0.007502640624004842
2025-05-07,TF,-0.12945643686992295
2025-05-08,AU,0.02251619739418933
2025-05-08,AG,0.014694784056515564
2025-05-08,NI,0.02025510722916529
