date,symbol,weight
2025-04-11,JM,0.019999999999999997
2025-04-11,M,0.17685990578737892
2025-04-11,ZN,0.1685605290697042
2025-04-11,AU,-0.020000000000000035
2025-04-11,AG,-0.020000000000000035
2025-04-11,SC,-0.02
2025-04-11,SN,-0.02
2025-04-11,IH,-0.08260246283648236
2025-04-11,TL,-0.5
2025-04-11,T,-0.1669282529808511
2025-04-11,P,-0.02000000000000002
2025-04-11,A,-0.13046928418266637
2025-04-11,Y,-0.020000000000000073
2025-04-14,J,0.02
2025-04-14,I,0.02
2025-04-14,CF,0.19179976519073128
2025-04-14,SA,0.020000000000000007
2025-04-14,MA,0.1977658897341276
2025-04-14,V,0.13387747013152657
2025-04-14,RM,0.025632712556358184
2025-04-14,HC,0.10731563265380414
2025-04-14,M,0.18646028700162612
2025-04-14,TS,0.0971482427318262
2025-04-14,AU,-0.16947903852072022
2025-04-14,AG,-0.02
2025-04-14,SN,-0.020000000000000018
2025-04-14,IH,-0.04775696204014648
2025-04-14,SC,-0.02
2025-04-14,IF,-0.02
2025-04-14,IC,-0.02
2025-04-14,P,-0.02
2025-04-14,A,-0.4543403565011899
2025-04-14,Y,-0.20842364293794335
